Zipcode,Median Income ,Old Median Income,Growth,Population_size,Population_age,Num_White_People,Immigrant_pop,Num_Black_People,Percentage_Black,2012_pop_size,Pop_Growth
ZCTA5 00601,5397,5477,-80,17126,43.7,14463,2,243,0.014188952,18544,-1418
ZCTA5 00602,12858,13241,-383,37895,44.4,23237,46,688,0.018155429,41640,-3745
ZCTA5 00603,19295,17518,1777,49136,44.1,36497,38,1681,0.034211169,54540,-5404
ZCTA5 00606,1968,1754,214,5751,44.9,3319,0,27,0.004694836,6593,-842
ZCTA5 00610,8934,9181,-247,26153,43.5,15815,0,642,0.024547853,29141,-2988
ZCTA5 00611,514,23268,-22754,1283,47.2,641,0,13,0.010132502,69017,-67734
ZCTA5 00612,23319,3574,19745,64090,43.5,33184,542,1936,0.030207521,10750,53340
ZCTA5 00616,3342,8046,-4704,10186,45.3,5778,145,644,0.063224033,24733,-14547
ZCTA5 00617,7820,2027,5793,22803,42.4,11622,323,930,0.040784107,5923,16880
ZCTA5 00622,2789,13321,-10532,7751,48.3,2947,0,344,0.04438137,44943,-37192
ZCTA5 00623,13933,7935,5998,39652,44.5,13350,205,1482,0.037375164,26016,13636
ZCTA5 00624,7194,10987,-3793,21912,40.3,15829,22,607,0.027701716,35085,-13173
ZCTA5 00627,11367,556,10811,32885,43.8,29275,0,467,0.014201003,1800,31085
ZCTA5 00631,396,7500,-7104,1098,46.1,1075,0,0,0,25312,-24214
ZCTA5 00636,296,5668,-5372,1174,32.3,724,0,0,0,18997,-17823
ZCTA5 00637,7005,9641,-2636,23016,44.3,14689,10,354,0.015380605,30771,-7755
ZCTA5 00638,6032,12185,-6153,17689,44.5,12140,72,409,0.023121714,38179,-20490
ZCTA5 00641,8724,1807,6917,24915,46.1,12470,18,353,0.014168172,5869,19046
ZCTA5 00646,11863,4558,7305,36142,42.4,20141,0,3147,0.087073211,15120,21022
ZCTA5 00647,1927,1159,768,5198,44.9,2349,0,265,0.050981147,3244,1954
ZCTA5 00650,5157,4004,1153,14301,40.5,8280,143,234,0.016362492,13502,799
ZCTA5 00652,1250,6569,-5319,3193,47.2,1874,49,79,0.024741622,21438,-18245
ZCTA5 00653,3591,13109,-9518,9099,43.6,5332,0,432,0.047477745,41945,-32846
ZCTA5 00656,6513,6334,179,18633,44.3,14146,108,318,0.017066495,17217,1416
ZCTA5 00659,13214,14229,-1015,37525,43.7,32004,7,792,0.021105929,43598,-6073
ZCTA5 00660,6220,4840,1380,15630,48,2868,0,344,0.022008957,16665,-1035
ZCTA5 00662,13974,8345,5629,40503,43.6,23039,33,2774,0.068488754,26102,14401
ZCTA5 00664,5120,9541,-4421,15132,41.8,7993,0,449,0.029672218,29569,-14437
ZCTA5 00667,7849,3270,4579,23665,46.9,7886,0,358,0.015127826,9814,13851
ZCTA5 00669,9745,15558,-5813,27763,43.9,22905,0,503,0.018117639,44365,-16602
ZCTA5 00670,2639,11484,-8845,8744,43.2,4746,0,64,0.007319305,40145,-31401
ZCTA5 00674,14437,5491,8946,39569,43.1,22796,113,1296,0.032752913,15197,24372
ZCTA5 00676,13032,9048,3984,36849,41.5,28061,24,1554,0.042172108,27419,9430
ZCTA5 00677,5763,20354,-14591,15225,47.7,7853,0,213,0.013990148,57220,-41995
ZCTA5 00678,8985,11387,-2402,25763,42.3,19562,0,702,0.027248379,32899,-7136
ZCTA5 00680,17636,11396,6240,43070,46.1,8268,13,1178,0.027350824,33581,9489
ZCTA5 00682,11916,12166,-250,31816,37.1,6534,5,984,0.030927835,42552,-10736
ZCTA5 00683,10721,9138,1583,29664,45.7,18554,10,423,0.014259709,32617,-2953
ZCTA5 00685,14152,3876,10276,40169,45.6,25875,145,1283,0.031940053,13036,27133
ZCTA5 00687,9654,1929,7725,29069,39.9,18111,0,1177,0.040489869,6174,22895
ZCTA5 00688,4066,10896,-6830,11552,42.9,5044,106,204,0.01765928,37615,-26063
ZCTA5 00690,2187,17668,-15481,6217,38.1,4736,0,204,0.032813254,60873,-54656
ZCTA5 00692,11537,80,11457,33646,40.9,15393,0,2618,0.077810141,152,33494
ZCTA5 00693,20194,11997,8197,56146,42.8,31222,9,2823,0.050279628,41788,14358
ZCTA5 00694,28,8928,-8900,86,76,28,0,0,0,29175,-29089
ZCTA5 00698,11647,2873,8774,34016,44.8,24237,0,1281,0.037658749,7950,26066
ZCTA5 00703,9057,8486,571,25001,43.1,10515,0,1478,0.059117635,25575,-574
ZCTA5 00704,2543,4001,-1458,7179,30.7,2717,0,2012,0.280261875,12201,-5022
ZCTA5 00705,8683,6059,2624,24414,45,11974,0,3411,0.139714918,19542,4872
ZCTA5 00707,3845,1310,2535,10615,45.2,727,0,5579,0.525577014,4270,6345
ZCTA5 00714,6147,11651,-5504,16183,41.6,9284,0,4033,0.249212136,32840,-16657
ZCTA5 00715,801,7369,-6568,2012,55.8,883,0,224,0.111332008,18615,-16603
ZCTA5 00716,11125,8378,2747,27746,46,18924,18,1758,0.063360484,26604,1142
ZCTA5 00717,6398,8274,-1876,14568,43.7,8881,0,979,0.067202087,30992,-16424
ZCTA5 00718,8105,6858,1247,23412,39.4,10699,23,374,0.015974714,23259,153
ZCTA5 00719,8456,6173,2283,29555,42.3,17277,0,2131,0.072102859,19225,10330
ZCTA5 00720,6495,30765,-24270,20717,41.4,12748,0,957,0.046193947,91035,-70318
ZCTA5 00723,5882,19203,-13321,16265,46.4,1044,0,8866,0.545096834,56679,-40414
ZCTA5 00725,29994,13362,16632,79153,43.7,48539,191,6939,0.08766566,43260,35893
ZCTA5 00727,19267,16178,3089,52829,42.2,33232,228,5169,0.097843987,54914,-2085
ZCTA5 00728,13021,13254,-233,39669,39.4,27571,22,2583,0.065113817,39124,545
ZCTA5 00729,16529,4581,11948,48227,41.5,18774,305,6435,0.13343148,13869,34358
ZCTA5 00730,12806,4402,8404,33251,43.2,19201,0,1460,0.043908454,13803,19448
ZCTA5 00731,3933,16924,-12991,11131,46.3,6767,0,651,0.058485311,51689,-40558
ZCTA5 00735,4129,12439,-8310,11621,44.5,4050,80,756,0.065054642,35127,-23506
ZCTA5 00736,17400,12066,5334,46167,44,19857,83,4057,0.087876622,39171,6996
ZCTA5 00738,11564,566,10998,30468,43.5,12208,71,2543,0.083464619,1730,28738
ZCTA5 00739,11792,1633,10159,35105,41.8,17502,0,4170,0.118786498,5189,29916
ZCTA5 00740,643,17126,-16483,2020,33.4,683,0,150,0.074257426,54984,-52964
ZCTA5 00741,1394,7857,-6463,3899,47.9,957,0,1007,0.258271352,23203,-19304
ZCTA5 00745,15803,13052,2751,48282,43.2,17734,174,6180,0.127998012,40631,7651
ZCTA5 00751,7538,7646,-108,19768,44.5,7768,0,5388,0.272561716,23261,-3493
ZCTA5 00754,13248,2888,10360,37012,43.4,10727,102,11139,0.300956447,9236,27776
ZCTA5 00757,7203,7722,-519,20366,40.2,7537,0,5093,0.250073652,26315,-5949
ZCTA5 00765,2374,11671,-9297,8317,43.6,2592,14,629,0.075628231,37863,-29546
ZCTA5 00766,7873,12924,-5051,22416,42.1,10543,0,1784,0.07958601,40088,-17672
ZCTA5 00767,12011,11549,462,31450,44.6,3339,11,16174,0.51427663,38231,-6781
ZCTA5 00769,12975,6636,6339,35126,43.7,15517,0,6837,0.194642145,21883,13243
ZCTA5 00771,11857,6714,5143,34882,42.3,3891,28,17143,0.491456912,20050,14832
ZCTA5 00772,6580,463,6117,18148,41.6,2117,14,7958,0.43850562,1535,16613
ZCTA5 00773,6803,12597,-5794,17917,43.6,6987,40,1362,0.07601719,40945,-23028
ZCTA5 00775,489,13521,-13032,1293,45.1,453,11,31,0.023975251,45564,-44271
ZCTA5 00777,13352,4084,9268,38267,39.6,14066,88,7518,0.196461703,13340,24927
ZCTA5 00778,14448,5711,8737,41026,40.5,20656,99,4623,0.112684639,18989,22037
ZCTA5 00780,4443,10500,-6057,12975,38,6795,0,1249,0.096262042,36756,-23781
ZCTA5 00782,5130,14176,-9046,18664,39.9,11140,0,1734,0.092906129,44782,-26118
ZCTA5 00783,10531,152,10379,34329,41,20388,0,2100,0.061172769,386,33943
ZCTA5 00784,13947,16769,-2822,36965,40.3,23239,0,5465,0.147842554,53104,-16139
ZCTA5 00786,81,9037,-8956,151,61.1,63,0,65,0.430463576,30674,-30523
ZCTA5 00791,16356,15461,895,47335,44.8,15150,399,6919,0.146170909,48403,-1068
ZCTA5 00794,8731,2536,6195,28432,38.5,18181,0,2088,0.073438379,6257,22175
ZCTA5 00795,14486,22,14464,44055,41.6,13950,108,3209,0.072840767,36,44019
ZCTA5 00901,3133,8162,-5029,8098,48,4805,1,867,0.107063472,17049,-8951
ZCTA5 00906,91,2387,-2296,171,35.8,171,0,0,0,5394,-5223
ZCTA5 00907,8334,3790,4544,16620,51.3,9233,139,1302,0.07833935,7481,9139
ZCTA5 00909,2239,2501,-262,5007,39.5,1705,16,752,0.150189734,6353,-1346
ZCTA5 00911,3656,3466,190,7347,48.7,3761,184,511,0.069552198,8648,-1301
ZCTA5 00912,2691,11801,-9110,6233,48.5,2219,62,999,0.160275951,32368,-26135
ZCTA5 00913,3040,8457,-5417,7460,26.8,2087,62,308,0.041286863,21275,-13815
ZCTA5 00915,10602,7521,3081,25585,41.7,4415,52,3349,0.13089701,16890,8695
ZCTA5 00917,8100,7443,657,18504,47.9,8431,57,1860,0.100518807,19528,-1024
ZCTA5 00918,7633,14079,-6446,15393,42.5,8362,39,738,0.047943871,38800,-23407
ZCTA5 00920,6911,11130,-4219,17249,46,7875,0,3316,0.192243029,30072,-12823
ZCTA5 00921,13552,20118,-6566,32958,43.8,13410,10,5509,0.167152133,57860,-24902
ZCTA5 00923,10278,2856,7422,25915,41.4,11172,32,3801,0.146671812,6896,19019
ZCTA5 00924,19048,38084,-19036,48016,41.3,24624,8,8874,0.184813396,108427,-60411
ZCTA5 00925,2964,6280,-3316,6128,41.7,3204,24,1220,0.199086162,15769,-9641
ZCTA5 00926,35788,79,35709,94560,45.2,53554,140,9525,0.100729695,266,94294
ZCTA5 00927,5936,0,5936,13662,46.1,8175,52,967,0.070780266,1316,12346
ZCTA5 00934,27,27566,-27539,124,32.2,71,0,53,0.427419355,82068,-81944
ZCTA5 00949,25663,0,25663,69785,41.8,37394,0,5876,0.084201476,0,69785
ZCTA5 00950,0,16,-16,0,-,0,0,0,#DIV/0!,16,-16
ZCTA5 00951,149,3412,-3263,376,37.4,210,0,94,0.25,10099,-9723
ZCTA5 00952,2842,21765,-18923,7727,48.8,3403,0,1610,0.208360295,73159,-65432
ZCTA5 00953,21990,26689,-4699,67606,39.6,45542,26,4219,0.062405704,79371,-11765
ZCTA5 00956,23846,15415,8431,64939,43.9,31454,22,4130,0.063598146,46330,18609
ZCTA5 00957,14799,18145,-3346,41162,44.2,20004,155,2483,0.060322628,48030,-6868
ZCTA5 00959,17329,0,17329,47783,42.4,23350,77,4250,0.088943767,1585,46198
ZCTA5 00960,0,11434,-11434,3380,35.1,1560,0,506,0.149704142,33000,-29620
ZCTA5 00961,11292,7417,3875,30842,44.5,15784,72,2317,0.07512483,22200,8642
ZCTA5 00962,7567,3161,4406,20066,40.6,10796,0,1953,0.097328815,9256,10810
ZCTA5 00965,1888,6443,-4555,5392,43.3,2502,16,660,0.122403561,17445,-12053
ZCTA5 00966,5976,1952,4024,15737,49.3,8694,42,582,0.036982907,3986,11751
ZCTA5 00968,1775,15034,-13259,3683,55.9,2349,15,99,0.026880261,42731,-39048
ZCTA5 00969,14577,9963,4614,42144,43.8,22435,0,2586,0.061361048,30042,12102
ZCTA5 00971,9104,21554,-12450,27048,46.5,12739,0,1922,0.071058858,64104,-37056
ZCTA5 00976,22179,7374,14805,61869,42.7,39554,188,7555,0.122112851,16247,45622
ZCTA5 00979,8548,6029,2519,17313,49.8,8078,211,1883,0.108762202,16656,657
ZCTA5 00982,5804,14507,-8703,14151,44.7,6108,108,2573,0.181824606,42485,-28334
ZCTA5 00983,12664,12472,192,32747,41.7,13921,0,6537,0.199621339,37382,-4635
ZCTA5 00985,12105,19863,-7758,32261,46.3,12783,77,6135,0.190167695,59995,-27734
ZCTA5 00987,20202,7018,13184,54950,41.1,22978,79,8801,0.160163785,17380,37570
ZCTA5 01001,6791,9260,-2469,16088,45.4,14434,591,596,0.037046246,28718,-12630
ZCTA5 01002,9985,17,9968,27323,25.3,20141,2623,1643,0.060132489,11286,16037
ZCTA5 01003,15,1819,-1804,13711,19.8,9173,2570,766,0.055867552,5120,8591
ZCTA5 01005,1761,5624,-3863,4947,43.2,4768,0,22,0.00444714,14593,-9646
ZCTA5 01007,5917,461,5456,15304,42.8,14051,491,52,0.003397804,1160,14144
ZCTA5 01008,506,279,227,1171,52.5,1152,0,0,0,636,535
ZCTA5 01009,333,1422,-1089,800,30.6,800,0,0,0,3610,-2810
ZCTA5 01010,1503,520,983,3703,44.6,3058,25,151,0.040777748,1326,2377
ZCTA5 01011,498,237,261,1332,45.8,1302,3,5,0.003753754,506,826
ZCTA5 01012,227,8905,-8678,503,52.8,493,0,0,0,21822,-21319
ZCTA5 01013,9375,12922,-3547,22709,38.8,16916,507,1023,0.045048219,30893,-8184
ZCTA5 01020,13400,1130,12270,30704,44.2,25560,405,1684,0.054846274,2611,28093
ZCTA5 01022,1082,462,620,2235,34.5,1659,65,370,0.165548098,1066,1169
ZCTA5 01026,454,7967,-7513,1071,47.6,1039,1,0,0,17622,-16551
ZCTA5 01027,8451,5769,2682,17708,46.2,16033,307,71,0.004009487,15710,1998
ZCTA5 01028,6017,262,5755,16386,43,14792,645,165,0.010069572,601,15785
ZCTA5 01029,228,4452,-4224,511,53.1,504,0,0,0,11096,-10585
ZCTA5 01030,4994,577,4417,12627,47.6,11849,74,186,0.01473034,1547,11080
ZCTA5 01031,608,274,334,1577,36.8,1427,0,0,0,626,951
ZCTA5 01032,198,2603,-2405,430,55.7,426,0,0,0,6197,-5767
ZCTA5 01033,2530,733,1797,6110,46.4,5899,31,65,0.010638298,1952,4158
ZCTA5 01034,830,2101,-1271,1991,49.4,1848,10,22,0.011049724,5239,-3248
ZCTA5 01035,2254,1844,410,5293,49.7,4716,114,120,0.022671453,5096,197
ZCTA5 01036,2016,235,1781,4991,56.5,4579,13,5,0.001001803,716,4275
ZCTA5 01037,257,1166,-909,692,56.4,665,3,1,0.001445087,2676,-1984
ZCTA5 01038,1111,707,404,2601,48.6,2292,21,0,0,1532,1069
ZCTA5 01039,709,16032,-15323,1675,53.5,1577,0,29,0.017313433,39996,-38321
ZCTA5 01040,15062,1055,14007,38480,36.5,28031,373,1550,0.040280665,2670,35810
ZCTA5 01050,1072,576,496,2593,43.9,2432,0,28,0.010798303,1926,667
ZCTA5 01053,712,744,-32,2016,54.5,1809,2,173,0.085813492,1812,204
ZCTA5 01054,708,8029,-7321,1794,50.1,1653,71,9,0.005016722,21146,-19352
ZCTA5 01056,8567,3398,5169,21050,45.8,18767,233,411,0.019524941,8511,12539
ZCTA5 01057,3485,6553,-3068,8288,50.3,7905,129,60,0.007239382,15065,-6777
ZCTA5 01060,7060,4610,2450,14975,41.2,12852,420,276,0.018430718,10980,3995
ZCTA5 01062,4162,0,4162,9835,49.2,8844,139,200,0.020335536,671,9164
ZCTA5 01063,5,0,5,2532,20.2,1742,474,135,0.053317536,0,2532
ZCTA5 01066,34,650,-616,51,94,51,0,0,0,1796,-1745
ZCTA5 01068,625,3554,-2929,1621,49.8,1539,0,20,0.012338063,8881,-7260
ZCTA5 01069,3732,238,3494,8870,49.1,7627,175,316,0.035625705,529,8341
ZCTA5 01070,258,586,-328,621,49.4,556,9,1,0.001610306,1485,-864
ZCTA5 01071,518,628,-110,1280,46.5,1177,2,36,0.028125,1449,-169
ZCTA5 01072,609,2337,-1728,1374,52,1234,11,12,0.008733624,5828,-4454
ZCTA5 01073,2318,118,2200,6158,47,5494,195,49,0.007957129,271,5887
ZCTA5 01074,157,7100,-6943,584,33.9,556,0,0,0,17705,-17121
ZCTA5 01075,7328,3650,3678,18051,42.1,15999,943,280,0.015511606,9496,8555
ZCTA5 01077,3648,223,3425,9292,47.1,8836,73,1,0.000107619,492,8800
ZCTA5 01079,237,1036,-799,521,53.6,482,0,0,0,2329,-1808
ZCTA5 01080,895,720,175,2276,37.7,1892,36,14,0.006151142,1862,414
ZCTA5 01081,708,4487,-3779,1748,41.7,1670,0,9,0.005148741,10265,-8517
ZCTA5 01082,4689,1207,3482,10441,40.8,9858,1,160,0.015324203,2913,7528
ZCTA5 01083,934,104,830,2701,34.8,2522,35,25,0.009255831,239,2462
ZCTA5 01084,44,15507,-15463,101,49.2,86,0,0,0,40590,-40489
ZCTA5 01085,15608,0,15608,41715,38.7,36541,1677,728,0.017451756,1298,40417
ZCTA5 01088,345,360,-15,663,31.4,633,30,0,0,595,68
ZCTA5 01089,12734,11694,1040,28814,38.6,23299,1435,1092,0.037898244,28411,403
ZCTA5 01092,532,576,-44,1248,36.5,1217,0,31,0.024839744,1440,-192
ZCTA5 01093,70,119,-49,157,52.2,157,0,0,0,298,-141
ZCTA5 01094,31,149,-118,70,66.2,70,0,0,0,240,-170
ZCTA5 01095,5417,5345,72,14737,45.4,13657,100,461,0.031281808,14275,462
ZCTA5 01096,1058,907,151,2413,48.4,2379,1,0,0,2220,193
ZCTA5 01097,26,25,1,64,39.2,64,0,0,0,83,-19
ZCTA5 01098,510,539,-29,1042,59.1,1028,0,0,0,1138,-96
ZCTA5 01103,1434,1466,-32,2168,38.7,1028,42,511,0.235701107,2340,-172
ZCTA5 01104,9208,8905,303,23226,34.8,12538,113,3157,0.135925256,22833,393
ZCTA5 01105,5206,4901,305,12527,29.6,5254,23,2093,0.167079109,12664,-137
ZCTA5 01106,6015,5956,59,16150,44.6,14245,1010,242,0.01498452,16079,71
ZCTA5 01107,4234,3721,513,12387,28.5,6413,159,1577,0.12731089,11071,1316
ZCTA5 01108,10213,9128,1085,26257,33.7,13582,1765,5311,0.202269871,25551,706
ZCTA5 01109,9506,9553,-47,31242,28.9,13349,533,11059,0.353978619,31503,-261
ZCTA5 01118,5785,5567,218,15073,36.3,9898,702,2602,0.172626551,13762,1311
ZCTA5 01119,5230,5051,179,13803,37.7,8032,645,2893,0.209592118,14946,-1143
ZCTA5 01128,1136,938,198,3232,39.8,2518,106,233,0.072091584,2347,885
ZCTA5 01129,2523,2896,-373,5916,43.7,4116,174,892,0.150777552,7330,-1414
ZCTA5 01144,0,3316,-3316,0,-,0,0,0,#DIV/0!,8655,-8655
ZCTA5 01151,3664,0,3664,9640,34.8,5352,135,2001,0.207572614,0,9640
ZCTA5 01201,19952,20577,-625,45372,44.8,37953,607,2301,0.050714097,45975,-603
ZCTA5 01220,3948,3796,152,8161,47.5,7726,97,66,0.008087244,8657,-496
ZCTA5 01222,289,407,-118,754,42.6,745,0,0,0,875,-121
ZCTA5 01223,1223,1035,188,2658,48.6,2465,16,21,0.007900677,2399,259
ZCTA5 01224,80,80,0,186,57,186,0,0,0,291,-105
ZCTA5 01225,1509,1301,208,3243,52,3020,28,37,0.011409189,3036,207
ZCTA5 01226,2907,2692,215,6356,52.4,6140,48,42,0.00660793,7024,-668
ZCTA5 01229,88,60,28,142,69.4,142,0,0,0,170,-28
ZCTA5 01230,3793,3395,398,9139,46.7,8351,32,139,0.015209542,8486,653
ZCTA5 01235,1104,1151,-47,2610,49.4,2478,0,14,0.005363985,2867,-257
ZCTA5 01236,704,571,133,1632,57.7,1406,174,14,0.008578431,1396,236
ZCTA5 01237,1019,1048,-29,2332,53.9,2319,0,2,0.000857633,2599,-267
ZCTA5 01238,2292,2533,-241,5626,49.4,5112,101,17,0.003021685,6190,-564
ZCTA5 01240,2158,2096,62,4926,56.8,4537,0,105,0.021315469,4442,484
ZCTA5 01242,93,122,-29,279,53.4,279,0,0,0,569,-290
ZCTA5 01243,80,118,-38,163,56.7,145,0,0,0,267,-104
ZCTA5 01244,68,46,22,164,61.2,164,0,0,0,133,31
ZCTA5 01245,355,344,11,771,64.6,760,0,0,0,821,-50
ZCTA5 01247,6527,6891,-364,15405,44.6,13655,495,258,0.016747809,16160,-755
ZCTA5 01253,434,271,163,879,52.9,865,0,0,0,623,256
ZCTA5 01254,440,451,-11,995,58.7,913,25,51,0.051256281,1120,-125
ZCTA5 01255,309,356,-47,865,48.8,830,4,14,0.016184971,886,-21
ZCTA5 01256,330,286,44,708,50,666,0,26,0.036723164,663,45
ZCTA5 01257,1013,843,170,2034,58.6,1911,64,1,0.000491642,2072,-38
ZCTA5 01258,77,157,-80,161,56.8,158,0,0,0,321,-160
ZCTA5 01259,292,240,52,720,47.5,678,0,35,0.048611111,564,156
ZCTA5 01260,81,62,19,331,40,331,0,0,0,157,174
ZCTA5 01262,688,524,164,1627,57.7,1401,53,68,0.041794714,1171,456
ZCTA5 01264,100,74,26,252,60,227,0,5,0.01984127,143,109
ZCTA5 01266,421,717,-296,920,52.3,833,8,54,0.058695652,1600,-680
ZCTA5 01267,2541,2900,-359,8166,31.1,6783,500,267,0.032696547,7994,172
ZCTA5 01270,372,286,86,949,42.2,789,0,0,0,776,173
ZCTA5 01301,8190,7849,341,17901,44.6,15934,298,492,0.027484498,17843,58
ZCTA5 01330,704,640,64,1542,57.5,1374,15,0,0,1439,103
ZCTA5 01331,5450,5155,295,13870,45,13046,85,136,0.009805335,13520,350
ZCTA5 01337,1007,1115,-108,2492,49,2397,20,0,0,2528,-36
ZCTA5 01338,63,79,-16,97,61.6,82,0,0,0,231,-134
ZCTA5 01339,627,702,-75,1493,54.8,1418,15,0,0,1586,-93
ZCTA5 01340,797,703,94,1818,53.4,1732,6,15,0.008250825,1671,147
ZCTA5 01341,730,714,16,1658,54.2,1629,5,0,0,1776,-118
ZCTA5 01342,343,542,-199,1135,37.8,996,5,26,0.022907489,1481,-346
ZCTA5 01343,60,38,22,152,45.4,143,0,0,0,85,67
ZCTA5 01344,681,594,87,1697,43,1599,0,30,0.017678256,1471,226
ZCTA5 01346,180,181,-1,407,51.8,378,0,0,0,426,-19
ZCTA5 01347,96,45,51,207,27.7,137,32,0,0,102,105
ZCTA5 01349,327,360,-33,715,44.3,561,12,0,0,847,-132
ZCTA5 01350,52,61,-9,114,58.9,114,0,0,0,105,9
ZCTA5 01351,1046,1025,21,2725,41.9,2611,0,33,0.012110092,2367,358
ZCTA5 01354,602,593,9,1708,47.7,1584,55,35,0.020491803,1565,143
ZCTA5 01355,413,358,55,1010,56,782,5,0,0,895,115
ZCTA5 01360,1213,1229,-16,2899,47.6,2643,7,2,0.000689893,3043,-144
ZCTA5 01364,3021,3377,-356,7684,42.9,7227,81,73,0.00950026,7966,-282
ZCTA5 01366,458,477,-19,1141,51.9,1040,11,5,0.004382121,1301,-160
ZCTA5 01367,178,232,-54,473,43.3,415,1,9,0.019027484,530,-57
ZCTA5 01368,551,443,108,1461,48.2,1443,3,0,0,1051,410
ZCTA5 01370,1694,1732,-38,3690,51.8,3342,56,13,0.003523035,4127,-437
ZCTA5 01373,2355,2006,349,5076,52.3,4882,10,0,0,4631,445
ZCTA5 01375,1666,1488,178,3667,34.5,3024,463,28,0.007635669,3690,-23
ZCTA5 01376,2312,2376,-64,4968,48,4654,6,7,0.001409018,5432,-464
ZCTA5 01378,319,313,6,762,50.1,744,2,0,0,631,131
ZCTA5 01379,381,447,-66,819,51.2,682,12,73,0.089133089,1004,-185
ZCTA5 01380,14,14907,-14893,47,30.6,47,0,0,0,40327,-40280
ZCTA5 01420,16383,2278,14105,41766,37.1,30596,615,2705,0.064765599,6077,35689
ZCTA5 01430,2141,1066,1075,6316,40.4,5947,13,76,0.012032932,3066,3250
ZCTA5 01431,1297,3058,-1761,3189,50.8,3066,15,8,0.002508623,7105,-3916
ZCTA5 01432,3560,94,3466,7912,39.8,6568,261,208,0.026289181,1564,6348
ZCTA5 01434,315,1206,-891,2245,45.2,1350,260,555,0.247216036,3641,-1396
ZCTA5 01436,1262,159,1103,3673,32.6,3544,46,8,0.002178056,313,3360
ZCTA5 01438,124,7847,-7723,365,19.1,362,0,3,0.008219178,20393,-20028
ZCTA5 01440,8904,3778,5126,21310,44.5,18465,658,537,0.025199437,10687,10623
ZCTA5 01450,3820,1696,2124,11218,41.6,9891,471,63,0.005615974,4915,6303
ZCTA5 01451,1668,1513,155,5068,41.8,4569,125,0,0,4366,702
ZCTA5 01452,1586,16605,-15019,4338,42.6,3941,133,96,0.022130014,41113,-36775
ZCTA5 01453,17896,3287,14609,43478,41.6,33709,1529,2873,0.066079396,8934,34544
ZCTA5 01460,3504,4076,-572,10063,41.7,9023,587,15,0.001490609,10356,-293
ZCTA5 01462,4447,4202,245,11657,42.8,10545,126,139,0.011924166,11537,120
ZCTA5 01463,4370,2149,2221,11707,42.8,10513,553,125,0.010677373,7352,4355
ZCTA5 01464,2345,129,2216,7400,46.6,5987,213,582,0.078648649,401,6999
ZCTA5 01468,1622,1422,200,4058,46.6,3746,312,0,0,3880,178
ZCTA5 01469,2831,2495,336,7479,38.8,6725,342,151,0.020189865,6822,657
ZCTA5 01473,3122,2672,450,8148,47.4,8055,0,0,0,7282,866
ZCTA5 01474,680,779,-99,1665,54.8,1555,0,0,0,2159,-494
ZCTA5 01475,3726,3907,-181,10292,39.2,9277,387,88,0.00855033,10333,-41
ZCTA5 01501,6534,6040,494,16684,43.1,15533,486,80,0.004795013,16080,604
ZCTA5 01503,1311,1072,239,3326,50,3109,62,35,0.010523151,2856,470
ZCTA5 01504,3874,3367,507,9188,43.1,8080,143,437,0.047562037,9030,158
ZCTA5 01505,1834,1618,216,4810,45.5,4609,101,0,0,4341,469
ZCTA5 01506,1395,1342,53,3435,50.1,3279,12,9,0.002620087,3378,57
ZCTA5 01507,4776,4411,365,13312,41.1,12403,38,97,0.007286659,12947,365
ZCTA5 01510,6455,5478,977,15221,36.4,13250,427,323,0.021220682,13618,1603
ZCTA5 01515,835,760,75,2040,50.6,1916,19,26,0.012745098,2152,-112
ZCTA5 01516,3179,3138,41,9186,42.1,8728,79,28,0.003048117,8466,720
ZCTA5 01518,1280,1140,140,3299,37.1,3103,87,30,0.009093665,3089,210
ZCTA5 01519,2652,2293,359,7626,41.2,6308,578,163,0.021374246,6386,1240
ZCTA5 01520,6021,5139,882,16752,41.4,14790,393,533,0.031817096,14333,2419
ZCTA5 01521,1106,997,109,2591,49,2478,17,14,0.005403319,2477,114
ZCTA5 01522,1159,1160,-1,2907,44.4,2759,41,50,0.017199862,2994,-87
ZCTA5 01523,2801,2258,543,8359,40.1,7260,77,456,0.05455198,7395,964
ZCTA5 01524,2180,2492,-312,6296,42.3,5736,51,262,0.041613723,7029,-733
ZCTA5 01525,31,90,-59,31,-,31,0,0,0,136,-105
ZCTA5 01527,5165,5132,33,13827,43.9,12261,533,192,0.013885875,13257,570
ZCTA5 01529,1275,1004,271,3166,47.2,3037,1,25,0.007896399,3168,-2
ZCTA5 01531,430,374,56,1052,50.3,1020,2,15,0.014258555,1084,-32
ZCTA5 01532,5662,5195,467,15605,44.1,12404,1670,603,0.038641461,14407,1198
ZCTA5 01534,2367,1761,606,6169,44.4,5647,0,243,0.039390501,5168,1001
ZCTA5 01535,1883,1968,-85,4757,47.3,4599,10,62,0.013033424,4681,76
ZCTA5 01536,2914,2571,343,7141,41.9,5432,408,230,0.032208374,7156,-15
ZCTA5 01537,781,979,-198,1775,36.6,1653,1,76,0.042816901,2334,-559
ZCTA5 01540,3988,4162,-174,11529,39.7,10506,188,139,0.012056553,11237,292
ZCTA5 01541,1298,1206,92,3502,49.1,3228,0,18,0.00513992,3423,79
ZCTA5 01542,992,604,388,2667,44,2351,0,127,0.047619048,1655,1012
ZCTA5 01543,3052,2639,413,8988,42.4,8543,270,46,0.005117935,7967,1021
ZCTA5 01545,13808,13104,704,38291,39.6,26084,8856,867,0.022642396,35413,2878
