Zipcode,Median Income ,Old Median Income,Growth,Population_size,Population_age,Num_White_People,Immigrant_pop,Num_Black_People,Percentage_Black,2012_pop_size,Pop_Growth
ZCTA5 86351,3407,78,3329,6300,65,5447,106,123,0.01952381,182,6118
ZCTA5 86401,11657,173,11484,28352,44.5,23692,550,522,0.0184114,337,28015
ZCTA5 86403,8197,138,8059,18068,49.8,15901,135,160,0.008855435,194,17874
ZCTA5 86404,8365,14,8351,17966,59.1,16211,140,0,0,28,17938
ZCTA5 86406,11683,508,11175,24050,57.3,21791,143,79,0.003284823,1410,22640
ZCTA5 86409,12832,68,12764,29109,47.8,26156,215,274,0.009412896,156,28953
ZCTA5 86411,202,43,159,518,40.3,518,0,0,0,181,337
ZCTA5 86413,4914,691,4223,11077,60.1,9609,61,200,0.01805543,1795,9282
ZCTA5 86426,6588,1470,5118,15630,56.3,12904,395,200,0.012795905,4494,11136
ZCTA5 86429,3968,12832,-8864,8391,57.5,7523,21,312,0.037182696,54480,-46089
ZCTA5 86431,189,11617,-11428,296,60.6,287,0,0,0,48613,-48317
ZCTA5 86432,1852,16399,-14547,4000,62.1,2605,0,0,0,67226,-63226
ZCTA5 86433,26,23101,-23075,43,-,17,26,0,0,62884,-62841
ZCTA5 86434,518,15224,-14706,1697,27.8,190,0,0,0,39592,-37895
ZCTA5 86435,0,18404,-18404,0,-,0,0,0,#DIV/0!,58849,-58849
ZCTA5 86436,763,11361,-10598,1089,71.2,1067,0,0,0,43653,-42564
ZCTA5 86437,23,14085,-14062,107,53.5,36,0,0,0,33754,-33647
ZCTA5 86438,338,2109,-1771,661,66.1,625,0,12,0.018154312,3835,-3174
ZCTA5 86440,3255,21919,-18664,8130,42.5,5964,121,29,0.003567036,100671,-92541
ZCTA5 86441,924,9451,-8527,1815,59.4,1752,37,0,0,29164,-27349
ZCTA5 86442,14982,5030,9952,33477,49.1,27505,531,418,0.012486185,9318,24159
ZCTA5 86443,0,3972,-3972,0,-,0,0,0,#DIV/0!,5556,-5556
ZCTA5 86444,786,6957,-6171,1517,68.2,1473,7,0,0,17668,-16151
ZCTA5 86445,129,17051,-16922,253,58.2,253,0,0,0,46779,-46526
ZCTA5 86502,300,9135,-8835,920,38.6,26,0,0,0,23171,-22251
ZCTA5 86503,3005,15300,-12295,9089,35.1,168,132,11,0.001210254,48497,-39408
ZCTA5 86504,1599,23964,-22365,6347,34.5,105,62,30,0.004726643,64613,-58266
ZCTA5 86505,1963,16808,-14845,7522,34.3,73,7,6,0.00079766,41086,-33564
ZCTA5 86506,422,1492,-1070,1437,38,16,0,0,0,2664,-1227
ZCTA5 86507,576,17071,-16495,2005,37.6,2,0,0,0,68657,-66652
ZCTA5 86508,182,10814,-10632,516,40.1,8,0,0,0,45663,-45147
ZCTA5 86510,1323,17520,-16197,3569,35.6,122,22,0,0,50269,-46700
ZCTA5 86511,951,20954,-20003,3629,34.5,33,42,0,0,42932,-39303
ZCTA5 86512,714,25295,-24581,2513,31.4,101,4,10,0.003979308,69615,-67102
ZCTA5 86514,873,21691,-20818,3367,31.6,72,24,9,0.002673003,45702,-42335
ZCTA5 86515,994,14959,-13965,3079,35.7,135,0,10,0.003247808,28254,-25175
ZCTA5 86520,706,13961,-13255,2270,29.5,0,0,0,0,39437,-37167
ZCTA5 86535,343,11136,-10793,1428,34.6,0,0,0,0,39990,-38562
ZCTA5 86538,554,12921,-12367,1491,33.8,35,19,0,0,49242,-47751
ZCTA5 86540,228,12753,-12525,1039,26.4,0,0,5,0.00481232,49048,-48009
ZCTA5 86544,356,25877,-25521,1377,35,16,7,0,0,59305,-57928
ZCTA5 86545,340,13271,-12931,1268,31.9,0,20,0,0,30553,-29285
ZCTA5 86547,266,18334,-18068,1040,33.4,0,0,0,0,35942,-34902
ZCTA5 86556,560,16366,-15806,2845,22.3,126,10,141,0.049560633,60867,-58022
ZCTA5 87001,1061,12252,-11191,3851,36.1,628,29,0,0,30225,-26374
ZCTA5 87002,7501,11804,-4303,20533,45.2,14435,279,308,0.015000244,28260,-7727
ZCTA5 87004,4693,3308,1385,11778,43.6,6711,29,107,0.009084734,12692,-914
ZCTA5 87005,67,9497,-9430,96,52,67,0,29,0.302083333,28571,-28475
ZCTA5 87006,305,19798,-19493,1539,37.5,1068,0,0,0,62303,-60764
ZCTA5 87007,309,16318,-16009,1385,33.6,46,1,1,0.000722022,43761,-42376
ZCTA5 87008,1157,25526,-24369,2409,53.5,2059,20,9,0.00373599,85940,-83531
ZCTA5 87010,615,15312,-14697,1005,59.4,977,0,0,0,40535,-39530
ZCTA5 87011,0,28793,-28793,0,-,0,0,0,#DIV/0!,49937,-49937
ZCTA5 87012,190,16459,-16269,436,35.6,169,0,0,0,47857,-47421
ZCTA5 87013,1557,11284,-9727,5648,32.1,558,0,0,0,20793,-15145
ZCTA5 87014,259,16643,-16384,499,57.4,350,0,0,0,36107,-35608
ZCTA5 87015,5929,3769,2160,14637,49.3,11692,16,95,0.006490401,8628,6009
ZCTA5 87016,1088,15764,-14676,2818,54,2244,0,7,0.002484031,44871,-42053
ZCTA5 87017,154,973,-819,618,55.8,149,0,0,0,3289,-2671
ZCTA5 87018,196,9563,-9367,932,32.6,9,0,0,0,40305,-39373
ZCTA5 87020,3430,7173,-3743,11073,36.3,7234,42,384,0.034678949,26621,-15548
ZCTA5 87021,917,9145,-8228,2837,46.2,1407,0,30,0.010574551,31569,-28732
ZCTA5 87022,217,13245,-13028,443,49.1,13,0,0,0,53994,-53551
ZCTA5 87023,182,10574,-10392,509,61.5,361,0,92,0.180746562,25894,-25385
ZCTA5 87024,615,14652,-14037,2510,32.7,89,0,7,0.002788845,45816,-43306
ZCTA5 87025,629,24110,-23481,1385,52.9,772,149,0,0,56107,-54722
ZCTA5 87026,1124,1470,-346,4259,37.2,367,0,0,0,2257,2002
ZCTA5 87027,157,12514,-12357,359,32.7,133,0,7,0.019498607,22270,-21911
ZCTA5 87028,49,13369,-13320,87,68.3,87,0,0,0,20328,-20241
ZCTA5 87029,160,0,160,260,61.8,246,0,0,0,0,260
ZCTA5 87031,14324,0,14324,45537,36.3,31555,767,791,0.01737049,623,44914
ZCTA5 87032,92,3195,-3103,92,-,0,0,0,0,8262,-8170
ZCTA5 87034,705,0,705,3223,38.1,148,0,0,0,0,3223
ZCTA5 87035,2301,33,2268,7301,37.8,5387,87,83,0.011368306,3402,3899
ZCTA5 87036,584,0,584,1731,46.4,1254,25,203,0.117273252,0,1731
ZCTA5 87037,441,2797,-2356,1771,39.4,77,0,0,0,5567,-3796
ZCTA5 87038,73,0,73,390,30.9,0,0,0,0,0,390
ZCTA5 87040,146,24399,-24253,783,36.4,0,0,0,0,101647,-100864
ZCTA5 87041,319,8486,-8167,828,38.9,350,0,5,0.006038647,21517,-20689
ZCTA5 87042,1376,3569,-2193,3433,40.8,2529,65,0,0,7889,-4456
ZCTA5 87043,1909,5506,-3597,3863,62.6,3410,59,0,0,12306,-8443
ZCTA5 87044,73,12987,-12914,120,65.2,114,0,0,0,50947,-50827
ZCTA5 87045,488,11458,-10970,1885,29.7,5,0,0,0,51350,-49465
ZCTA5 87046,74,7787,-7713,214,40.6,174,0,0,0,30990,-30776
ZCTA5 87047,1897,13354,-11457,4545,48.7,3994,31,15,0.00330033,32508,-27963
ZCTA5 87048,3673,6347,-2674,8735,56.8,7108,277,138,0.015798512,15248,-6513
ZCTA5 87049,68,7275,-7207,253,51.7,110,0,0,0,25258,-25005
ZCTA5 87051,424,13540,-13116,1887,43.9,1727,0,0,0,43786,-41899
ZCTA5 87052,548,12052,-11504,2688,31.1,19,0,0,0,42763,-40075
ZCTA5 87053,345,6956,-6611,1253,31.2,39,2,0,0,16678,-15425
ZCTA5 87056,496,16256,-15760,1182,54.7,1021,15,0,0,46590,-45408
ZCTA5 87059,4056,3410,646,9706,52.3,8207,79,0,0,9904,-198
ZCTA5 87060,0,8856,-8856,0,-,0,0,0,#DIV/0!,26790,-26790
ZCTA5 87061,132,31533,-31401,258,35,258,0,0,0,93925,-93667
ZCTA5 87062,538,9320,-8782,1702,36.7,1561,0,0,0,19535,-17833
ZCTA5 87063,110,18161,-18051,367,25.9,284,0,0,0,75961,-75594
ZCTA5 87064,55,10366,-10311,84,72.5,6,0,0,0,35014,-34930
ZCTA5 87068,1904,15229,-13325,5335,42.6,2733,70,0,0,69734,-64399
ZCTA5 87070,9,0,9,9,-,9,0,0,0,1847,-1838
ZCTA5 87072,177,6935,-6758,604,34.7,14,0,0,0,17749,-17145
ZCTA5 87083,238,14089,-13851,399,64.8,266,0,6,0.015037594,35226,-34827
ZCTA5 87101,0,6445,-6445,0,-,0,0,0,#DIV/0!,27443,-27443
ZCTA5 87102,9798,8906,892,19056,35.9,11471,229,799,0.041929051,22893,-3837
ZCTA5 87104,5856,9412,-3556,13468,41.2,9085,87,165,0.012251262,25387,-11919
ZCTA5 87105,18886,15178,3708,54138,38.6,30660,122,686,0.012671321,41903,12235
ZCTA5 87106,11909,16562,-4653,25844,32.1,18004,1109,875,0.033856988,33972,-8128
ZCTA5 87107,12334,16003,-3669,27981,44.3,18422,133,261,0.009327758,40867,-12886
ZCTA5 87108,17128,23925,-6797,36433,37.2,21472,846,2348,0.064447067,94703,-58270
ZCTA5 87109,18919,2468,16451,40249,41.7,26647,1571,1700,0.042237074,6983,33266
ZCTA5 87110,18135,14003,4132,40307,40.7,27084,950,1312,0.032550177,26961,13346
ZCTA5 87111,25998,12523,13475,57518,43.5,43468,2534,1131,0.01966341,22350,35168
ZCTA5 87112,18760,6705,12055,41818,40.3,29961,1249,1108,0.026495767,12129,29689
ZCTA5 87113,6417,12245,-5828,16879,39.7,9998,2557,215,0.012737721,37165,-20286
ZCTA5 87114,26615,10925,15690,69717,36.2,47686,1026,2497,0.035816228,30344,39373
ZCTA5 87116,1384,7117,-5733,4579,23.2,3182,251,345,0.075343962,25828,-21249
ZCTA5 87117,0,6658,-6658,24,20.7,15,0,0,0,27198,-27174
ZCTA5 87120,25860,5923,19937,66118,38.6,42822,1382,2323,0.035134154,14896,51222
ZCTA5 87121,25665,4313,21352,75378,30.4,42201,838,1841,0.024423572,6766,68612
ZCTA5 87122,6559,5544,1015,18022,46.1,13889,1202,300,0.016646321,12351,5671
ZCTA5 87123,18500,13686,4814,44162,39.4,28879,1966,1569,0.035528282,24286,19876
ZCTA5 87124,21614,9678,11936,56875,40.1,42148,1112,1809,0.031806593,20739,36136
ZCTA5 87144,16204,14097,2107,47079,37.5,33572,651,1187,0.02521294,28114,18965
ZCTA5 87151,0,14312,-14312,1640,33.6,841,0,148,0.090243902,42363,-40723
ZCTA5 87301,7428,5556,1872,22776,34.4,5716,840,327,0.014357218,16845,5931
ZCTA5 87305,601,17280,-16679,2125,33,28,0,0,0,46253,-44128
ZCTA5 87310,288,11400,-11112,1120,31.8,15,0,34,0.030357143,31650,-30530
ZCTA5 87311,1241,14013,-12772,5074,30.5,86,1,7,0.001379582,36135,-31061
ZCTA5 87312,171,0,171,417,44.5,32,0,0,0,0,417
ZCTA5 87313,1614,10726,-9112,5284,34.3,92,23,15,0.002838759,32630,-27346
ZCTA5 87315,56,7953,-7897,141,73.8,141,0,0,0,25923,-25782
ZCTA5 87316,485,6498,-6013,1630,34.1,238,0,0,0,19933,-18303
ZCTA5 87317,329,12078,-11749,1327,27.3,256,0,0,0,40483,-39156
ZCTA5 87319,735,10499,-9764,2910,31.4,122,0,0,0,40698,-37788
ZCTA5 87320,193,8605,-8412,578,43.9,5,0,0,0,32998,-32420
ZCTA5 87321,725,12356,-11631,2011,54.2,1011,0,0,0,44295,-42284
ZCTA5 87322,137,10189,-10052,630,20,167,0,0,0,35994,-35364
ZCTA5 87323,1388,5061,-3673,4159,37.8,742,5,11,0.002644867,15528,-11369
ZCTA5 87325,672,15951,-15279,2572,34.7,87,8,0,0,48292,-45720
ZCTA5 87326,591,20815,-20224,2383,33.7,152,2,0,0,67929,-65546
ZCTA5 87327,1804,14332,-12528,8445,32.3,112,36,0,0,49062,-40617
ZCTA5 87328,800,18866,-18066,2841,28.7,8,0,0,0,62965,-60124
ZCTA5 87347,117,26972,-26855,262,25.9,112,0,0,0,105603,-105341
ZCTA5 87357,327,16455,-16128,1080,30.5,58,3,5,0.00462963,63106,-62026
ZCTA5 87364,497,4360,-3863,1638,36,0,0,0,0,15265,-13627
ZCTA5 87365,22,9368,-9346,33,38.6,0,0,0,0,30369,-30336
ZCTA5 87375,1155,4625,-3470,4477,34.8,69,0,0,0,16597,-12120
ZCTA5 87401,15255,15035,220,47326,33.6,24536,392,483,0.010205807,49551,-2225
ZCTA5 87402,3509,1359,2150,9792,39.2,6395,82,97,0.009906046,3999,5793
ZCTA5 87410,5838,23257,-17419,14993,39.9,11363,229,359,0.023944507,76619,-61626
ZCTA5 87412,438,9039,-8601,1702,59.3,506,106,97,0.056991774,27486,-25784
ZCTA5 87413,5168,10530,-5362,15134,34.9,8911,40,28,0.001850139,31334,-16200
ZCTA5 87415,825,9317,-8492,2057,52.1,1977,0,2,0.00097229,27562,-25505
ZCTA5 87416,1349,6151,-4802,4581,37.5,190,24,0,0,21129,-16548
ZCTA5 87417,1473,3636,-2163,4976,27.4,1974,14,11,0.002210611,14203,-9227
ZCTA5 87418,357,8319,-7962,859,56.5,636,5,0,0,21347,-20488
ZCTA5 87419,161,7709,-7548,436,51.8,385,0,0,0,21710,-21274
ZCTA5 87420,3201,13669,-10468,11293,36.5,170,89,4,0.000354202,54255,-42962
ZCTA5 87421,513,22009,-21496,1980,42,528,30,0,0,59270,-57290
ZCTA5 87455,520,8347,-7827,1565,39.5,34,8,5,0.003194888,19895,-18330
ZCTA5 87461,451,12459,-12008,1481,37.9,0,0,0,0,23789,-22308
ZCTA5 87499,293,493,-200,1016,37.7,55,0,0,0,968,48
ZCTA5 87501,7913,181,7732,14637,56.7,12410,146,79,0.005397281,411,14226
ZCTA5 87505,15273,13934,1339,31885,51.1,25312,701,450,0.014113219,57441,-25556
ZCTA5 87506,6710,14827,-8117,15481,53.7,8938,213,176,0.011368775,58090,-42609
ZCTA5 87507,19449,7895,11554,51780,37.8,37740,670,587,0.011336423,25861,25919
ZCTA5 87508,7333,0,7333,18587,52.8,14590,200,188,0.010114596,0,18587
ZCTA5 87510,449,4116,-3667,915,47.9,570,0,0,0,10994,-10079
ZCTA5 87511,697,19776,-19079,2587,30.1,800,3,50,0.019327406,39017,-36430
ZCTA5 87512,84,16674,-16590,177,65.1,126,0,0,0,30855,-30678
ZCTA5 87513,433,14653,-14220,826,48.4,727,0,0,0,41094,-40268
ZCTA5 87514,542,25840,-25298,1816,40.6,1608,0,0,0,93117,-91301
ZCTA5 87515,82,11914,-11832,131,56.8,91,0,0,0,42873,-42742
ZCTA5 87516,28,12344,-12316,59,46.3,9,0,0,0,32176,-32117
ZCTA5 87517,216,14150,-13934,328,48.5,278,0,0,0,39064,-38736
ZCTA5 87518,0,9425,-9425,0,-,0,0,0,#DIV/0!,36935,-36935
ZCTA5 87519,281,16304,-16023,905,31,858,0,0,0,58719,-57814
ZCTA5 87520,568,8941,-8373,1372,59.6,732,0,0,0,18633,-17261
ZCTA5 87521,335,14414,-14079,808,46.8,388,12,0,0,40502,-39694
ZCTA5 87522,1276,0,1276,3301,42.6,1274,0,0,0,183,3118
ZCTA5 87523,161,0,161,185,68.7,31,0,0,0,0,185
ZCTA5 87524,118,12863,-12745,388,35.2,43,0,0,0,38066,-37678
ZCTA5 87525,22,10724,-10702,79,49.6,79,0,0,0,32339,-32260
ZCTA5 87527,250,11549,-11299,631,57.7,337,0,0,0,33836,-33205
ZCTA5 87528,753,408,345,3340,30,114,28,6,0.001796407,1122,2218
ZCTA5 87529,1921,7671,-5750,4938,53.8,4456,0,0,0,24913,-19975
ZCTA5 87530,436,6786,-6350,898,39.6,214,0,0,0,20468,-19570
ZCTA5 87531,91,14866,-14775,175,74.7,169,0,0,0,41610,-41435
ZCTA5 87532,7091,3377,3714,20115,39.1,9702,123,76,0.003778275,8462,11653
ZCTA5 87535,917,4569,-3652,1482,57.2,1340,0,0,0,10939,-9457
ZCTA5 87537,841,10354,-9513,2328,38.9,1571,0,13,0.005584192,25603,-23275
ZCTA5 87538,143,7044,-6901,251,40,226,0,0,0,19903,-19652
ZCTA5 87539,54,9962,-9908,378,36.3,355,0,0,0,28266,-27888
ZCTA5 87540,515,129,386,866,60.7,800,30,0,0,141,725
ZCTA5 87543,45,11109,-11064,45,-,0,0,0,0,21545,-21500
ZCTA5 87544,5993,8373,-2380,13453,41.4,10393,949,163,0.012116257,27127,-13674
ZCTA5 87547,2036,12627,-10591,5716,41.6,5194,94,48,0.008397481,36961,-31245
ZCTA5 87548,233,5107,-4874,376,65.4,162,4,0,0,10891,-10515
ZCTA5 87549,486,10571,-10085,1023,59.9,454,0,0,0,24494,-23471
ZCTA5 87551,109,12584,-12475,137,71.5,119,0,0,0,31737,-31600
ZCTA5 87552,915,4465,-3550,2410,42.9,1701,0,72,0.029875519,13297,-10887
ZCTA5 87553,477,8309,-7832,1527,42.2,747,2,7,0.004584152,23671,-22144
ZCTA5 87554,0,8611,-8611,0,-,0,0,0,#DIV/0!,22533,-22533
ZCTA5 87556,922,4843,-3921,2904,38.9,2653,17,3,0.001033058,13360,-10456
ZCTA5 87557,1965,5732,-3767,5413,41,3128,0,0,0,16241,-10828
ZCTA5 87558,380,13885,-13505,1071,45.9,1061,0,0,0,38362,-37291
ZCTA5 87560,563,12678,-12115,1595,46.6,876,26,45,0.028213166,32474,-30879
ZCTA5 87562,139,3955,-3816,522,34.7,522,0,0,0,10613,-10091
ZCTA5 87564,44,5838,-5794,110,47.7,78,0,0,0,15655,-15545
ZCTA5 87565,190,122,68,324,40.4,277,0,0,0,228,96
ZCTA5 87566,644,10493,-9849,3120,36.6,346,2,55,0.017628205,31479,-28359
ZCTA5 87567,344,9209,-8865,704,53.1,384,0,0,0,25834,-25130
ZCTA5 87569,282,8957,-8675,603,58.6,237,0,0,0,24910,-24307
ZCTA5 87571,4372,8664,-4292,11695,50.1,7640,39,33,0.002821719,26613,-14918
ZCTA5 87573,14,16794,-16780,14,-,14,0,0,0,52907,-52893
ZCTA5 87575,318,14035,-13717,1027,28.4,427,0,0,0,47048,-46021
ZCTA5 87577,136,8402,-8266,161,66.8,141,2,0,0,24983,-24822
ZCTA5 87578,143,13406,-13263,379,46.8,254,1,0,0,37945,-37566
ZCTA5 87579,423,12039,-11616,1059,60.2,432,167,7,0.006610009,26368,-25309
ZCTA5 87580,222,14937,-14715,269,69.7,269,0,0,0,45433,-45164
ZCTA5 87581,15,11029,-11014,25,-,25,0,0,0,35148,-35123
ZCTA5 87582,340,8852,-8512,1032,33.1,895,0,0,0,26742,-25710
ZCTA5 87583,173,11893,-11720,482,42.3,73,0,0,0,33268,-32786
ZCTA5 87701,7799,11996,-4197,18331,42.8,10105,232,260,0.014183623,35691,-17360
ZCTA5 87710,642,13,629,1436,60.8,1347,9,10,0.006963788,1470,-34
ZCTA5 87711,260,21402,-21142,956,35.6,859,0,0,0,96965,-96009
ZCTA5 87712,174,22325,-22151,300,46.8,196,0,0,0,74641,-74341
ZCTA5 87713,176,8453,-8277,250,66.4,80,0,0,0,35207,-34957
ZCTA5 87714,564,23208,-22644,1033,39.3,839,4,13,0.012584705,89001,-87968
ZCTA5 87715,225,16799,-16574,557,52.8,286,0,0,0,60759,-60202
ZCTA5 87718,272,16929,-16657,494,63.2,386,0,2,0.004048583,53014,-52520
ZCTA5 87722,436,5313,-4877,945,43.2,509,0,0,0,18654,-17709
ZCTA5 87723,177,10670,-10493,328,70.2,122,0,0,0,34293,-33965
ZCTA5 87724,22,10094,-10072,22,-,22,0,0,0,31936,-31914
ZCTA5 87728,182,12107,-11925,596,24.2,537,0,0,0,45494,-44898
ZCTA5 87729,45,9247,-9202,80,60.5,65,0,0,0,28392,-28312
ZCTA5 87730,9,12510,-12501,15,67.8,15,0,0,0,33203,-33188
ZCTA5 87731,132,11294,-11162,570,28,248,7,69,0.121052632,29590,-29020
ZCTA5 87732,434,14648,-14214,823,58.5,625,0,0,0,42937,-42114
ZCTA5 87733,31,7890,-7859,94,50.4,65,0,0,0,19731,-19637
ZCTA5 87734,107,13603,-13496,244,53.5,98,0,0,0,35485,-35241
ZCTA5 87735,43,10123,-10080,43,-,43,0,0,0,25947,-25904
ZCTA5 87736,22,16712,-16690,65,78.5,65,0,0,0,40323,-40258
ZCTA5 87740,3258,0,3258,6968,45.7,5440,0,49,0.007032147,0,6968
ZCTA5 87742,145,5233,-5088,262,68.7,185,0,0,0,14423,-14161
ZCTA5 87743,123,6396,-6273,314,44.3,111,0,0,0,19673,-19359
ZCTA5 87745,410,6947,-6537,880,66.8,553,0,0,0,29155,-28275
ZCTA5 87746,26,13176,-13150,61,50.8,44,0,0,0,40375,-40314
ZCTA5 87747,601,6238,-5637,1575,53.4,1055,0,27,0.017142857,20050,-18475
ZCTA5 87749,39,14567,-14528,92,-,92,0,0,0,40085,-39993
ZCTA5 87750,0,18277,-18277,0,-,0,0,0,#DIV/0!,70749,-70749
ZCTA5 87752,295,11253,-10958,587,63.1,355,0,0,0,23377,-22790
ZCTA5 87753,24,16716,-16692,46,-,0,0,0,0,54185,-54139
ZCTA5 87801,2918,17506,-14588,9568,38.8,6678,297,126,0.013168896,53129,-43561
ZCTA5 87820,75,9266,-9191,195,73,128,0,0,0,23708,-23513
ZCTA5 87821,336,14559,-14223,839,64.7,736,0,13,0.015494636,30946,-30107
ZCTA5 87823,94,5632,-5538,335,15.8,328,7,0,0,14508,-14173
ZCTA5 87824,48,7925,-7877,84,80.6,84,0,0,0,20546,-20462
ZCTA5 87825,780,4845,-4065,2528,48,846,0,0,0,11340,-8812
ZCTA5 87827,105,9286,-9181,172,66.1,172,0,0,0,25527,-25355
ZCTA5 87828,139,12711,-12572,789,25.9,421,0,0,0,30563,-29774
ZCTA5 87829,358,7412,-7054,770,61.2,744,0,0,0,18906,-18136
ZCTA5 87830,285,15859,-15574,863,43.6,767,0,0,0,37090,-36227
ZCTA5 87831,81,8902,-8821,219,63.1,219,0,0,0,17115,-16896
ZCTA5 87832,67,13894,-13827,146,49.1,138,0,0,0,28323,-28177
ZCTA5 87901,2708,15264,-12556,6243,43.9,4732,97,39,0.006246997,55313,-49070
ZCTA5 87930,303,15526,-15223,573,58.3,573,0,0,0,46880,-46307
ZCTA5 87931,404,12929,-12525,777,70.9,663,0,0,0,28821,-28044
ZCTA5 87933,55,0,55,201,23.9,201,0,0,0,0,201
ZCTA5 87935,1003,13128,-12125,1747,68.6,1581,0,0,0,40553,-38806
ZCTA5 87936,113,14958,-14845,160,70.8,104,0,0,0,60284,-60124
ZCTA5 87937,1044,17681,-16637,3864,30.7,2595,0,0,0,77028,-73164
ZCTA5 87939,96,442,-346,197,63.5,197,0,0,0,3840,-3643
ZCTA5 87940,133,22733,-22600,448,60.2,98,0,0,0,75211,-74763
ZCTA5 87941,253,22129,-21876,732,24.3,210,0,0,0,80801,-80069
ZCTA5 87942,441,11908,-11467,1260,53.3,1016,0,0,0,35857,-34597
ZCTA5 87943,107,9905,-9798,180,72.5,180,0,0,0,35408,-35228
ZCTA5 88001,14806,6099,8707,38524,28.2,24797,677,1296,0.033641366,18713,19811
ZCTA5 88002,374,7972,-7598,1366,23.1,849,76,302,0.221083455,24935,-23569
ZCTA5 88003,0,22563,-22563,479,19.6,390,9,8,0.016701461,65610,-65131
ZCTA5 88004,0,7969,-7969,1198,36.6,796,0,81,0.067612688,29703,-28505
ZCTA5 88005,10949,14919,-3970,28647,33.6,20919,133,665,0.0232136,61832,-33185
ZCTA5 88007,8690,10088,-1398,24233,41.4,18308,226,228,0.009408658,43902,-19669
ZCTA5 88008,4001,7897,-3896,11003,30.6,6503,117,173,0.015722985,24254,-13251
ZCTA5 88009,0,10791,-10791,46,21.5,46,0,0,0,35770,-35724
ZCTA5 88011,13486,8210,5276,30223,43.2,23716,793,817,0.027032393,26115,4108
ZCTA5 88012,10579,8509,2070,31276,30.3,20607,466,447,0.014292109,25282,5994
ZCTA5 88020,306,18579,-18273,779,50.2,569,0,0,0,83182,-82403
ZCTA5 88021,5141,16343,-11202,15413,32.5,9310,38,84,0.005449945,56370,-40957
ZCTA5 88022,266,6794,-6528,837,51.8,684,0,0,0,31086,-30249
ZCTA5 88023,898,13358,-12460,2197,38.3,1535,0,0,0,46946,-44749
ZCTA5 88024,180,11716,-11536,763,28.4,498,0,0,0,33906,-33143
ZCTA5 88025,40,8406,-8366,100,64.6,100,0,0,0,29664,-29564
ZCTA5 88026,587,10468,-9881,1700,42.2,1112,0,37,0.021764706,33052,-31352
ZCTA5 88027,245,8259,-8014,709,33.3,433,0,0,0,27334,-26625
ZCTA5 88028,110,140,-30,237,66.5,231,0,0,0,274,-37
ZCTA5 88029,385,15715,-15330,1143,31.2,878,0,0,0,59844,-58701
ZCTA5 88030,8662,15425,-6763,24139,36.8,17974,261,457,0.018932019,54406,-30267
ZCTA5 88034,10,9465,-9455,27,-,27,0,0,0,36739,-36712
ZCTA5 88038,107,14478,-14371,404,56.4,338,0,0,0,54397,-53993
ZCTA5 88039,292,14870,-14578,616,36.9,602,0,0,0,47433,-46817
ZCTA5 88040,32,17635,-17603,63,46.5,63,0,0,0,70447,-70384
ZCTA5 88041,463,13695,-13232,1426,57.6,1405,0,1,0.000701262,49808,-48382
ZCTA5 88042,200,8175,-7975,352,65,316,0,0,0,36191,-35839
ZCTA5 88043,642,16433,-15791,1732,38.2,1117,0,0,0,61836,-60104
ZCTA5 88044,912,11583,-10671,2791,37.6,1957,11,0,0,33273,-30482
ZCTA5 88045,1151,8161,-7010,3198,41.6,2463,0,31,0.009693558,24775,-21577
ZCTA5 88046,358,11564,-11206,757,47,757,0,0,0,37716,-36959
ZCTA5 88047,588,11264,-10676,1477,41.3,1015,0,0,0,34877,-33400
ZCTA5 88048,1206,8920,-7714,3116,43.5,1479,0,0,0,26457,-23341
ZCTA5 88049,376,17907,-17531,733,65.1,719,0,0,0,51439,-50706
ZCTA5 88051,52,12397,-12345,97,65,92,0,0,0,42332,-42235
ZCTA5 88052,96,12261,-12165,168,50.8,161,0,0,0,44631,-44463
ZCTA5 88053,85,10054,-9969,168,45.9,106,0,0,0,32226,-32058
ZCTA5 88055,21,8881,-8860,41,63.3,41,0,0,0,31338,-31297
ZCTA5 88056,111,19267,-19156,186,75.2,186,0,0,0,53964,-53778
ZCTA5 88061,7176,9839,-2663,17683,47.1,14438,198,188,0.01063168,29571,-11888
ZCTA5 88063,4074,6161,-2087,11522,32.8,7483,0,9,0.000781114,17034,-5512
ZCTA5 88065,284,6149,-5865,738,29.6,597,0,39,0.052845528,17659,-16921
ZCTA5 88072,619,386,233,2782,20.8,1095,0,0,0,1088,1694
ZCTA5 88081,4139,1261,2878,16310,31.4,9189,46,241,0.014776211,3679,12631
ZCTA5 88101,17171,25416,-8245,46158,31.2,28517,692,2554,0.055331687,73761,-27603
ZCTA5 88103,0,24287,-24287,0,-,0,0,0,#DIV/0!,82708,-82708
ZCTA5 88112,112,11835,-11723,277,58.9,236,0,0,0,40698,-40421
ZCTA5 88113,38,4431,-4393,195,32.9,15,0,0,0,16200,-16005
ZCTA5 88114,25,7149,-7124,48,47.9,48,0,0,0,25172,-25124
ZCTA5 88115,15,561,-546,15,76.1,15,0,0,0,1566,-1551
ZCTA5 88116,149,139,10,420,43.5,386,0,0,0,560,-140
ZCTA5 88118,141,156,-15,309,55.7,270,0,0,0,377,-68
ZCTA5 88119,549,8972,-8423,1792,26.5,835,0,48,0.026785714,25640,-23848
ZCTA5 88120,174,126,48,340,59.4,264,0,0,0,364,-24
ZCTA5 88121,59,2735,-2676,184,48.5,154,0,0,0,8171,-7987
